DATAHORA,ORDEM,LINHA,LATITUDE,LONGITUDE,VELOCIDADE
2020-04-12 00:00:14,D86047,864.0,-22.89477,-43.53366,0.0
2020-04-12 00:00:26,D53930,2310.0,-22.88416,-43.496159999999996,0.0
2020-04-12 00:00:30,C44613,685.0,-22.860689999999998,-43.355979999999995,0.0
2020-04-12 00:00:31,D86309,897.0,-22.894270000000002,-43.53255,0.0
2020-04-12 00:00:39,D86149,SP838,-22.89453,-43.53362,0.0
2020-04-12 00:00:44,D12161,SV2333,-22.89546,-43.56113,0.0
2020-04-12 00:00:45,B28602,324.0,-22.81576,-43.18817,0.0
2020-04-12 00:00:45,D86219,838.0,-22.8955,-43.53344,0.0
2020-04-12 00:00:53,C27067,SV774,-22.81697,-43.30138,0.0
2020-04-12 00:01:02,C44615,712.0,-22.86115,-43.355959999999996,0.0
2020-04-12 00:01:12,D53699,759.0,-22.88404,-43.49538,0.0
2020-04-12 00:01:15,D86710,2803.0,-22.89408,-43.53235,0.0
2020-04-12 00:01:27,D53694,393.0,-22.89013,-43.48165,42.0
2020-04-12 00:01:30,D86236,864.0,-22.89481,-43.53362,0.0
2020-04-12 00:01:38,B51520,917.0,-22.87736,-43.36845,0.0
2020-04-12 00:01:38,B51524,917.0,-22.87737000000001,-43.368790000000004,0.0
2020-04-12 00:01:39,C51543,371.0,-22.877589999999998,-43.368990000000004,0.0
2020-04-12 00:01:41,B51535,624.0,-22.87653,-43.36869,0.0
2020-04-12 00:01:41,C51650,371.0,-22.87671,-43.3687,0.0
2020-04-12 00:01:42,B51587,SV917,-22.877470000000002,-43.36889,0.0
2020-04-12 00:01:43,B51630,SV917,-22.87681,-43.36857,0.0
2020-04-12 00:01:46,C51510,371.0,-22.87728,-43.36844,0.0
2020-04-12 00:01:47,C51561,723.0,-22.87645,-43.36834,0.0
2020-04-12 00:01:47,D12160,2382.0,-22.89615,-43.5615,0.0
2020-04-12 00:01:48,B51634,917.0,-22.876720000000002,-43.3687,0.0
2020-04-12 00:01:48,C51506,371.0,-22.8764,-43.3681,0.0
2020-04-12 00:01:49,C12047,2308.0,-22.895410000000002,-43.561009999999996,0.0
2020-04-12 00:01:49,D53537,759.0,-22.91506,-43.60554000000001,34.0
2020-04-12 00:01:49,D53670,397.0,-22.84122,-43.25282,49.0
2020-04-12 00:01:49,D53675,397.0,-22.84695,-43.379909999999995,64.0
2020-04-12 00:01:50,B51521,624.0,-22.87641,-43.36796,0.0
2020-04-12 00:01:50,B51621,SV917,-22.87756,-43.36893,0.0
2020-04-12 00:01:50,D53551,759.0,-22.93555,-43.655809999999995,0.0
2020-04-12 00:01:50,D53577,397.0,-22.90214,-43.554959999999994,0.0
2020-04-12 00:01:50,D53698,759.0,-22.83268,-43.34231,0.0
2020-04-12 00:01:51,C12013,2308.0,-22.89609,-43.56151,0.0
2020-04-12 00:01:52,D53608,393.0,-22.8975,-43.48705,0.0
2020-04-12 00:01:52,D53682,397.0,-22.88141,-43.49864,37.0
2020-04-12 00:01:54,C12022,2308.0,-22.89675,-43.56055,0.0
2020-04-12 00:01:54,D53505,,-22.88366,-43.49558,0.0
2020-04-12 00:01:55,D53506,393.0,-22.83069,-43.34969,67.0
2020-04-12 00:01:57,B51549,SV917,-22.877489999999998,-43.36861,0.0
2020-04-12 00:01:57,D53556,397.0,-22.81843,-43.30904,54.0
2020-04-12 00:01:58,D12128,2018.0,-22.8964,-43.560559999999995,0.0
2020-04-12 00:01:58,D86325,864.0,-22.89417000000001,-43.53178,0.0
2020-04-12 00:01:59,B42612,457.0,-22.88554,-43.30062,0.0
2020-04-12 00:01:59,B51577,624.0,-22.87743,-43.36821,0.0
2020-04-12 00:01:59,C12025,2329.0,-22.8955,-43.56085,0.0
2020-04-12 00:01:59,C51615,371.0,-22.87625,-43.368159999999996,0.0
2020-04-12 00:01:59,D53544,759.0,-22.85536,-43.49288,9.0
2020-04-12 00:01:59,D53733,846.0,-22.88363,-43.49485,0.0
2020-04-12 00:01:59,D86121,864.0,-22.87964,-43.46479,36.0
2020-04-12 00:02:01,B51533,917.0,-22.87738,-43.36851,0.0
2020-04-12 00:02:01,B51586,SV917,-22.87761,-43.36821,0.0
2020-04-12 00:02:01,C44625,712.0,-22.86085,-43.356429999999996,0.0
2020-04-12 00:02:01,C51560,371.0,-22.87732,-43.3686,0.0
2020-04-12 00:02:01,D12142,2383.0,-22.8954,-43.56092,0.0
2020-04-12 00:02:01,D53674,397.0,-22.869310000000002,-43.24694,57.0
2020-04-12 00:02:03,B31022,483.0,-22.804000000000002,-43.309979999999996,0.0
2020-04-12 00:02:03,B51624,SV917,-22.87662000000001,-43.368829999999996,0.0
2020-04-12 00:02:05,C12043,2335.0,-22.91547000000001,-43.68333,0.0
2020-04-12 00:02:05,C47773,880.0,-22.95295,-43.35046,0.0
2020-04-12 00:02:07,C30136,343.0,-22.950120000000002,-43.348259999999996,0.0
2020-04-12 00:02:07,D53601,846.0,-22.901889999999998,-43.55494,0.0
2020-04-12 00:02:08,B51614,SV917,-22.87748,-43.368790000000004,0.0
2020-04-12 00:02:09,C51556,371.0,-22.87664,-43.36871,0.0
2020-04-12 00:02:09,D12124,2383.0,-22.89542,-43.56093,0.0
2020-04-12 00:02:10,D86275,864.0,-22.89415,-43.53196,0.0
2020-04-12 00:02:11,D53525,SV870,-22.88363,-43.4956,0.0
2020-04-12 00:02:11,D53563,397.0,-22.90194,-43.55599,1.0
2020-04-12 00:02:12,B31093,483.0,-22.83687,-43.28438,0.0
2020-04-12 00:02:12,D86329,864.0,-22.90166,-43.555820000000004,0.0
2020-04-12 00:02:13,B63005,919.0,-22.793020000000002,-43.29446,0.0
2020-04-12 00:02:14,C30327,557.0,-22.95103,-43.34853,0.0
2020-04-12 00:02:15,A29035,471.0,-22.86805,-43.29117,1.0
2020-04-12 00:02:16,B58171,625.0,-22.83725,-43.28582,0.0
2020-04-12 00:02:17,C47707,880.0,-22.9529,-43.3506,0.0
2020-04-12 00:02:17,D53543,397.0,-22.884710000000002,-43.22638,0.0
2020-04-12 00:02:22,D13013,SV790,-22.8837,-43.55291,0.0
2020-04-12 00:02:25,C47867,601.0,-22.952939999999998,-43.35112,0.0
2020-04-12 00:02:28,D13379,LECD29,-22.875970000000002,-43.41999000000001,0.0
2020-04-12 00:02:33,C30249,565.0,-22.95007,-43.348279999999995,0.0
2020-04-12 00:02:33,C47774,880.0,-22.95319,-43.35002,0.0
2020-04-12 00:02:33,D13344,875.0,-22.8801,-43.35823,0.0
2020-04-12 00:02:39,C30313,557.0,-22.95122000000001,-43.34829000000001,0.0
2020-04-12 00:00:26,D53930,2310.0,-22.88416,-43.49616,0.0
2020-04-12 00:00:31,D86309,897.0,-22.89427,-43.53255,0.0
2020-04-12 00:01:02,C44615,712.0,-22.86115,-43.35596,0.0
2020-04-12 00:02:01,C44625,712.0,-22.86085,-43.35643,0.0
2020-04-12 00:02:25,B44642,685.0,-22.86069,-43.35641,0.0
2020-04-12 00:02:39,D86205,843.0,-22.89497,-43.53297,0.0
2020-04-12 00:03:07,D86051,852.0,-22.89459,-43.53357000000001,0.0
2020-04-12 00:03:07,D86258,864.0,-22.89481,-43.53326,0.0
2020-04-12 00:03:08,D86315,866.0,-22.89503,-43.53212,0.0
2020-04-12 00:03:13,B44648,685.0,-22.86044,-43.3562,0.0
