DATAHORA,ORDEM,LINHA,LATITUDE,LONGITUDE,VELOCIDADE
2020-04-16 00:35:17,A71624,539.0,-22.92992000000001,-43.25458,0.0
2020-04-16 02:12:42,D13399,801.0,-22.87628,-43.41949,0.0
2020-04-16 02:33:03,D87264,891.0,-22.91703,-43.60729,0.0
2020-04-16 02:36:08,D13054,926.0,-22.87557,-43.41965,0.0
2020-04-16 03:26:56,B28595,329.0,-22.8154,-43.18808,0.0
2020-04-16 03:34:46,D13395,811.0,-22.87594,-43.41907,2.0
2020-04-16 03:35:30,D87792,2307.0,-22.91662,-43.60848,0.0
2020-04-16 03:37:37,B42521,650.0,-22.87628,-43.33043,0.0
2020-04-16 03:55:31,D13015,756.0,-22.87588,-43.41971,0.0
2020-04-16 03:56:06,D13110,756.0,-22.87655,-43.4197,0.0
2020-04-16 03:58:37,B27071,639.0,-22.81691,-43.30143,0.0
2020-04-16 04:00:42,A29165,474.0,-22.8681,-43.29243,0.0
2020-04-16 04:07:39,D87875,2336.0,-22.91718,-43.60769000000001,0.0
2020-04-16 04:21:16,D13217,746.0,-22.87597,-43.41931,0.0
2020-04-16 04:38:26,D13284,383.0,-22.87578,-43.41933,0.0
2020-04-16 04:41:28,C47859,817.0,-22.9535,-43.35071,0.0
2020-04-16 04:43:55,A48172,415.0,-22.91069,-43.26953,0.0
2020-04-16 04:49:05,C30292,565.0,-22.95081,-43.3482,0.0
2020-04-16 04:54:37,B28539,326.0,-22.81546,-43.1879,0.0
2020-04-16 05:28:21,D13220,803.0,-22.87581,-43.4193,0.0
2020-04-16 05:32:40,B32810,946.0,-22.81708,-43.39401,0.0
2020-04-16 05:37:15,D86687,2803.0,-22.89433,-43.53348,0.0
2020-04-16 06:11:46,B28718,2343.0,-22.81501,-43.18846,0.0
2020-04-16 06:20:56,C30245,550.0,-22.95326,-43.35094,0.0
2020-04-16 06:21:41,C30158,766.0,-22.93908,-43.34081,41.0
2020-04-16 06:27:38,A41377,584.0,-22.87561,-43.24194,0.0
2020-04-16 06:28:42,A29015,476.0,-22.86793,-43.29148,1.0
2020-04-16 06:32:40,B32514,687.0,-22.81788,-43.39325,0.0
2020-04-16 06:35:40,C13071,745.0,-22.87634,-43.41956,0.0
2020-04-16 06:49:26,D17064,869.0,-22.91808,-43.60802,0.0
2020-04-16 07:11:24,B82670,265.0,-22.8583,-43.37109,0.0
2020-04-16 07:16:05,A72073,6.0,-22.88985,-43.29179,0.0
2020-04-16 07:26:04,B28629,325.0,-22.82049,-43.18007,42.0
2020-04-16 07:30:41,B63099,665.0,-22.8175,-43.30768,35.0
2020-04-16 07:33:26,B28727,2343.0,-22.81543,-43.18853,0.0
2020-04-16 07:33:54,30503.0,12.0,-23.00034,-43.36705,33.0
2020-04-16 07:43:28,C50109,805.0,-22.96039,-43.39556,0.0
2020-04-16 07:45:03,C44554,783.0,-22.86066,-43.35589,0.0
2020-04-16 07:45:27,D12165,2337.0,-22.89628,-43.56155,0.0
2020-04-16 07:46:26,C47709,862.0,-22.9531,-43.35044,0.0
2020-04-16 07:56:41,A48012,202.0,-22.91095,-43.27073,0.0
2020-04-16 07:58:04,B31137,497.0,-22.80415,-43.31113,0.0
2020-04-16 08:02:21,C47896,306.0,-22.87991,-43.35833,0.0
2020-04-16 08:08:20,B58135,628.0,-22.83682,-43.28558,3.0
2020-04-16 08:12:10,B11517,778.0,-22.81148,-43.37222,0.0
2020-04-16 08:15:03,A29048,474.0,-22.8678,-43.29098,0.0
2020-04-16 08:15:04,B32817,386.0,-22.81642,-43.39436,0.0
2020-04-16 08:18:02,B58092,628.0,-22.83683,-43.28556,0.0
2020-04-16 08:20:21,B58118,312.0,-22.83682,-43.28548,0.0
2020-04-16 08:29:36,A48073,426.0,-22.91064,-43.26939,0.0
2020-04-16 08:32:48,B11605,362.0,-22.86671,-43.35562,0.0
2020-04-16 08:35:49,A71575,100.0,-22.90758,-43.17488,1.0
2020-04-16 08:37:58,B58113,628.0,-22.83727,-43.28492,1.0
2020-04-16 08:48:15,D86087,SV866,-22.89539,-43.5327,0.0
2020-04-16 08:52:53,B44590,721.0,-22.86028,-43.35656,7.0
2020-04-16 08:54:04,C41890,2303.0,-22.89627,-43.56129,0.0
2020-04-16 08:55:43,47014.0,0.0,-23.00183,-43.36552,0.0
2020-04-16 08:56:50,B25578,249.0,-22.90187,-43.29836,0.0
2020-04-16 08:57:02,D17151,809.0,-22.91632,-43.60823,33.0
2020-04-16 08:58:25,12718.0,13.0,-23.00062,-43.36494,0.0
2020-04-16 09:05:47,B58102,312.0,-22.83694,-43.28516,3.0
2020-04-16 09:08:47,A29034,471.0,-22.86774,-43.29132,6.0
2020-04-16 09:13:28,A41228,538.0,-22.98472000000001,-43.35885,0.0
2020-04-16 09:16:50,B82559,711.0,-22.85864,-43.37087,0.0
2020-04-16 09:20:35,B58108,621.0,-22.83707,-43.28499,0.0
2020-04-16 09:22:35,C47809,863.0,-22.95328,-43.35105,0.0
2020-04-16 09:23:13,D12158,2337.0,-22.89637,-43.5607,0.0
2020-04-16 09:26:05,B25612,232.0,-22.90193,-43.29831,0.0
2020-04-16 09:28:49,C30296,766.0,-22.88032,-43.35677,0.0
2020-04-16 09:33:51,C47535,823.0,-22.95301,-43.35063,0.0
2020-04-16 09:35:31,C47730,552.0,-22.95283,-43.35074,0.0
2020-04-16 09:35:55,A29153,474.0,-22.86827000000001,-43.29181,0.0
2020-04-16 09:41:18,C47972,2112.0,-22.95295,-43.34986,0.0
2020-04-16 09:42:34,A50165,865.0,-22.92869,-43.25413,0.0
2020-04-16 09:53:52,A63504,107.0,-22.86776,-43.25855,0.0
2020-04-16 09:53:55,B11516,778.0,-22.81158,-43.37227,0.0
2020-04-16 09:55:00,B11513,362.0,-22.86679,-43.35501,0.0
2020-04-16 09:58:12,B58009,628.0,-22.83698,-43.28539,4.0
2020-04-16 10:00:08,D12144,2335.0,-22.80459,-43.30628,0.0
2020-04-16 10:06:44,D13297,383.0,-22.87593,-43.41967,0.0
2020-04-16 10:07:39,C13113,878.0,-22.80407,-43.3065,0.0
2020-04-16 10:09:17,C12503,2345.0,-22.95958,-43.39503,0.0
2020-04-16 10:13:01,30519.0,,-23.00055,-43.36459,2.0
2020-04-16 10:13:35,B11582,362.0,-22.86688,-43.35538,0.0
2020-04-16 10:14:06,B11568,669.0,-22.86698,-43.355,0.0
2020-04-16 10:18:28,13423.0,0.0,-23.00225,-43.36678,8.0
2020-04-16 10:21:43,C82510,651.0,-22.90521,-43.2932,17.0
2020-04-16 10:21:44,B32601,793.0,-22.81612,-43.39461,0.0
2020-04-16 10:23:51,C13128,801.0,-22.87539,-43.419,0.0
2020-04-16 10:24:47,47006.0,0.0,-23.00212,-43.36667,0.0
2020-04-16 10:25:18,D13225,803.0,-22.87561,-43.41904,0.0
2020-04-16 10:27:11,B11502,778.0,-22.81117,-43.3726,0.0
2020-04-16 10:29:01,47015.0,0.0,-23.0022,-43.36679,0.0
2020-04-16 10:29:26,D86693,2803.0,-22.89398,-43.53313,0.0
2020-04-16 10:33:17,B58090,621.0,-22.83706,-43.28505,31.0
2020-04-16 10:35:43,47012.0,0.0,-23.00207,-43.36676,0.0
2020-04-16 10:37:18,D13350,743.0,-22.87616,-43.41903,0.0
2020-04-16 10:39:53,D53541,759.0,-22.8695,-43.59855,0.0
2020-04-16 10:44:46,A63507,107.0,-22.86774,-43.25858,1.0
2020-04-16 10:50:42,B10417,2342.0,-22.81474,-43.18758,0.0
2020-04-16 10:50:56,86861.0,0.0,-22.89472,-43.53236,0.0
2020-04-16 10:52:29,A41311,434.0,-22.87536,-43.24195,0.0
2020-04-16 11:03:59,D12126,2303.0,-22.8967,-43.56102,0.0
